District,Fine amount,Crime_Count,Category,Latitude,Longitude,Name,Rating,Review Count
santa monica,66.928,"7,551",donuts,34.025842,-118.48329,Yogiyo Korean BBQ,4,"2,056"
santa monica,66.928,"7,551",korean,34.017377,-118.493821,Sichuan Impression,4,169
beverly hills,66.7185,"9,368",chinese,34.04828,-118.44338,Chomp Eatery & Juice Station,4,293
santa monica,66.928,"7,551",juicebars,34.025764,-118.483325,The OP Cafe,4,550
santa monica,66.928,"7,551",breakfast_brunch,34.020981,-118.452545,Pono Burger - Santa Monica,4,788
santa monica,66.928,"7,551",burgers,34.01892,-118.4894,Beachside Restaurant and Bar,4,"1,111"
santa monica,66.928,"7,551",newamerican,33.983034,-118.457684,Astro Doughnuts & Fried Chicken,4,806
santa monica,66.928,"7,551",chickenshop,34.004707,-118.486259,Big Jo's,3.5,58
santa monica,66.928,"7,551",burgers,34.027323,-118.478678,El Huarique,4,363
santa monica,66.928,"7,551",peruvian,33.988507,-118.474756,Sushi King,4.5,435
santa monica,66.928,"7,551",sushi,34.026415,-118.488818,The Pier House,4,579
santa monica,66.928,"7,551",bars,33.979265,-118.466805,Nico's Tacos,4,48
santa monica,66.928,"7,551",tacos,34.012699,-118.483186,Kye's,4.5,81
santa monica,66.928,"7,551",gluten_free,34.03323,-118.49346,Il Forno Trattoria,4.5,351
santa monica,66.928,"7,551",italian,34.019972,-118.454833,The Anchor,4,432
santa monica,66.928,"7,551",newamerican,33.99702,-118.478951,J Nichols Kitchen,4,873
culver city,69.207,"11,185",newamerican,33.985547,-118.438175,Red O Restaurants,4,977
santa monica,66.928,"7,551",mexican,34.012036,-118.495447,Esters Wine Shop & Bar,4,482
santa monica,66.928,"7,551",wine_bars,34.019406,-118.493637,4Fingers Crispy Chicken,4,219
culver city,69.207,"11,185",chickenshop,34.037965,-118.44031,Blossom A Vietnamese Noodles Shop,3.5,49
santa monica,66.928,"7,551",vietnamese,34.019378,-118.455362,Gjelina,4,124
santa monica,66.928,"7,551",newamerican,33.990558,-118.465069,Beaming Organic Superfood Café,4,"4,615"
santa monica,66.928,"7,551",juicebars,34.03256,-118.49429,West 4th & Jane,4.5,172
santa monica,66.928,"7,551",gastropubs,34.015556,-118.49425,Espresso Cielo,4,462
santa monica,66.928,"7,551",coffee,34.014397,-118.496036,Blue Plate Taco,4,174
santa monica,66.928,"7,551",tacos,34.01252,-118.49561,Hungry Pocket Falafel House,4,"1,147"
santa monica,66.928,"7,551",mideastern,34.018065,-118.472421,Lunetta Dining Room & Bar,4.5,868
santa monica,66.928,"7,551",newamerican,34.022265,-118.464132,Wurstküche,4,76
santa monica,66.928,"7,551",hotdog,33.999758,-118.464958,Mogumogu,4,"1,512"
santa monica,66.928,"7,551",ramen,34.03598,-118.44543,The Wallace,4.5,177
culver city,69.207,"11,185",newamerican,34.024665,-118.394661,Patrick's Roadhouse,4,"1,248"
santa monica,66.928,"7,551",newamerican,34.0281,-118.5179,Bardonna,3.5,587
santa monica,66.928,"7,551",breakfast_brunch,34.03408,-118.49328,Trattoria Amici,3.5,243
santa monica,66.928,"7,551",restaurants,34.04778,-118.49166,The Arsenal,4.5,7
santa monica,66.928,"7,551",lounges,34.029586,-118.449568,Emporium Thai,4,749
beverly hills,66.7185,"9,368",gluten_free,34.057349,-118.443116,The Place To Be,4,"1,976"
santa monica,66.928,"7,551",coffee,34.00302,-118.48492,JAPADOG California,5,76
santa monica,66.928,"7,551",japanese,34.009148,-118.497717,Tender Greens,4,268
santa monica,66.928,"7,551",newamerican,34.016422,-118.498598,Caffe' Delfini,4,"1,059"
santa monica,66.928,"7,551",italian,34.029015,-118.518429,Jon & Vinny's Brentwood,4,132
santa monica,66.928,"7,551",italian,34.05221,-118.47156,Tiato,3.5,269
santa monica,66.928,"7,551",asianfusion,34.031403,-118.46971,The Bazaar by José Andrés,3.5,347
beverly hills,66.7185,"9,368",spanish,34.069974,-118.376559,Tripp Burgers,4,"3,784"
culver city,69.207,"11,185",burgers,34.020397,-118.422313,South End,4.5,13
santa monica,66.928,"7,551",wine_bars,33.988112,-118.453071,Doma Kitchen,4.5,802
culver city,69.207,"11,185",russian,33.986024,-118.439841,Neighbor,4.5,385
santa monica,66.928,"7,551",cocktailbars,33.99224,-118.47148,Gjusta,4,335
santa monica,66.928,"7,551",bakeries,33.99521,-118.47437,Marmalade Cafe,4,"1,419"
santa monica,66.928,"7,551",breakfast_brunch,34.026867,-118.501362,C & O Cucina,3.5,332
santa monica,66.928,"7,551",italian,33.98938,-118.45061,TUMBI Craft Indian Kitchen,4,"1,752"
santa monica,66.928,"7,551",indpak,34.014286,-118.498031,Margo's,4,212
santa monica,66.928,"7,551",newamerican,34.033391,-118.49348,Nanban-Kan Restaurant,3.5,273
santa monica,66.928,"7,551",japanese,34.046049,-118.449421,El Primo Tacos,4,741
santa monica,66.928,"7,551",streetvendors,33.998511,-118.462557,Cafe Gratitude - Venice,5,212
santa monica,66.928,"7,551",vegan,33.998217,-118.473768,Pranaful,4,"1,365"
santa monica,66.928,"7,551",vegetarian,34.021648,-118.50454,Black Sheep Burgers,5,6
culver city,69.207,"11,185",burgers,34.0394,-118.44317,Colorado Kitchen,5,206
santa monica,66.928,"7,551",tradamerican,34.029848,-118.472823,n/naka,4,12
culver city,69.207,"11,185",japanese,34.02507,-118.41227,sweetgreen,4.5,693
santa monica,66.928,"7,551",vegetarian,34.016976,-118.495518,Ima,4,368
beverly hills,66.7185,"9,368",japanese,34.069078,-118.40684,Chez Jay,5,3
santa monica,66.928,"7,551",steak,34.01046,-118.49318,Rita's Gate of India,3.5,441
santa monica,66.928,"7,551",indpak,34.015912,-118.492929,Scopa Italian Roots,4,469
santa monica,66.928,"7,551",italian,33.98834,-118.451448,Wallflower,4,"1,052"
santa monica,66.928,"7,551",indonesian,33.99948,-118.47197,Hokkaido Ramen Santouka,4,226
culver city,69.207,"11,185",ramen,34.00496,-118.43359,The Great American Fries,5,"2,210"
santa monica,66.928,"7,551",foodtrucks,34.011354,-118.494831,Locanda Positano,4.5,52
santa monica,66.928,"7,551",italian,33.98878,-118.44663,Matambre Tacos,4,561
santa monica,66.928,"7,551",tacos,34.044716,-118.453741,Burgers N Brews,5,2
santa monica,66.928,"7,551",burgers,34.003442,-118.471241,Bottlefish,4,329
santa monica,66.928,"7,551",bars,34.054,-118.464759,Sushi Miyagi,4.5,246
santa monica,66.928,"7,551",sushi,34.064598,-118.468964,Ivy At The Shore,5,12
santa monica,66.928,"7,551",newamerican,34.012043,-118.495457,Ye Olde King’s Head,3,629
santa monica,66.928,"7,551",pubs,34.014,-118.497254,The Tasting Kitchen,4,"1,338"
santa monica,66.928,"7,551",bars,33.98975,-118.46306,"UCLA Medical Center, Santa Monica Cafeteria",4,"1,551"
santa monica,66.928,"7,551",cafeteria,34.027401,-118.486137,Destroyer,5,4
culver city,69.207,"11,185",newamerican,34.02452,-118.38107,Mama Hong's Vietnamese Kitchen,4.5,367
santa monica,66.928,"7,551",vietnamese,34.0481,-118.46312,Golden Bull Restaurant,4,880
santa monica,66.928,"7,551",steak,34.02916,-118.51793,Robata Bar,4,155
santa monica,66.928,"7,551",japanese,34.01411,-118.49746,Eataly - Los Angeles,4,240
beverly hills,66.7185,"9,368",gourmet,34.059609,-118.419437,Gilbert's El Indio Restaurant,4,"1,940"
santa monica,66.928,"7,551",mexican,34.022963,-118.462696,Terrazza,4,885
santa monica,66.928,"7,551",italian,34.006416,-118.491241,Little Fatty,3.5,83
culver city,69.207,"11,185",newamerican,34.004448,-118.43111,Izzy's Deli,4,536
santa monica,66.928,"7,551",delis,34.027618,-118.488281,Lula Cocina Mexicana,3,692
santa monica,66.928,"7,551",mexican,34.00039,-118.48221,Jaffa Palms,3,647
culver city,69.207,"11,185",mideastern,34.020887,-118.402708,Jinky's Cafe Santa Monica,4.5,73
santa monica,66.928,"7,551",breakfast_brunch,34.013962,-118.495824,BERLINS,3.5,770
santa monica,66.928,"7,551",german,33.987788,-118.474399,Bandera,4.5,132
santa monica,66.928,"7,551",newamerican,34.048937,-118.460995,The Cheesecake Factory,4,"1,088"
santa monica,66.928,"7,551",desserts,34.014105,-118.494484,Izakaya Sasaya,2.5,925
santa monica,66.928,"7,551",izakaya,34.044669,-118.454539,PoKing Poke,4,472
santa monica,66.928,"7,551",seafood,34.004833,-118.486235,Superba Food + Bread,4.5,143
santa monica,66.928,"7,551",newamerican,33.996275,-118.456556,Sweet Lady Jane,4,813
santa monica,66.928,"7,551",bakeries,34.03448,-118.492662,1 Pico,3.5,668
santa monica,66.928,"7,551",newamerican,34.006681,-118.491776,Belcampo - Santa Monica,3.5,292
santa monica,66.928,"7,551",tradamerican,34.023895,-118.491927,The Cutting Board,4,484
santa monica,66.928,"7,551",breakfast_brunch,34.020164,-118.450134,Belle Vie Food & Wine,4.5,59
santa monica,66.928,"7,551",wine_bars,34.046017,-118.4646,800 Degrees Woodfired Kitchen,4.5,205
santa monica,66.928,"7,551",pizza,34.017316,-118.500237,Pacific Dining Car,3.5,851
santa monica,66.928,"7,551",tradamerican,34.036739,-118.476308,Hinoki & The Bird,3,496
beverly hills,66.7185,"9,368",newamerican,34.056515,-118.415215,Mariscos Guillen La Playita,4,"1,365"
santa monica,66.928,"7,551",mexican,34.002558,-118.4704,Citizen Sprout,4,453
santa monica,66.928,"7,551",food,34.02478,-118.49072,SALT Restaurant and Bar,4.5,11
santa monica,66.928,"7,551",newamerican,33.98011,-118.445956,A Votre Sante,4,"1,061"
santa monica,66.928,"7,551",newamerican,34.048248,-118.490343,Baby Blues BBQ,4,395
santa monica,66.928,"7,551",bbq,34.000289,-118.465344,Thyme Cafe and Market,4,"2,387"
santa monica,66.928,"7,551",cafes,34.01172,-118.46749,Fogo de Chão Brazilian Steakhouse,3.5,543
beverly hills,66.7185,"9,368",steak,34.06855,-118.37667,Thai Vegan,4,"3,853"
santa monica,66.928,"7,551",thai,34.003927,-118.485703,Tallula's,4,772
santa monica,66.928,"7,551",mexican,34.02795,-118.51814,Pomodoro Trattoria,3.5,391
beverly hills,66.7185,"9,368",italian,34.055416,-118.442008,Burger Lounge,4.5,902
santa monica,66.928,"7,551",burgers,34.016616,-118.498311,Pacifico Charbroiled Fish,4,606
santa monica,66.928,"7,551",foodtrucks,34.01158,-118.49227,Holy Cow BBQ,4.5,10
santa monica,66.928,"7,551",bbq,34.046872,-118.490405,Wexler's Deli,3.5,373
santa monica,66.928,"7,551",delis,34.018302,-118.492653,The Stinking Rose,3.5,279
beverly hills,66.7185,"9,368",italian,34.06642,-118.37659,BIBIBOP Asian Grill,4,"4,239"
santa monica,66.928,"7,551",korean,34.015691,-118.495861,Teddy's Cafe,4,152
santa monica,66.928,"7,551",diners,34.029747,-118.45015,Tatsu Ramen,4,310
culver city,69.207,"11,185",ramen,34.038928,-118.44234,Manpuku Tokyo BBQ,4,"3,114"
culver city,69.207,"11,185",japanese,34.03876,-118.44218,Yardbird Southern Table & Bar,4,602
beverly hills,66.7185,"9,368",southern,34.073642,-118.376775,Michael's,4.5,939
santa monica,66.928,"7,551",newamerican,34.019,-118.49949,Opaque - Dining in the Dark,3.5,457
santa monica,66.928,"7,551",newamerican,34.03155,-118.4821,Yamakase,3.5,325
santa monica,66.928,"7,551",japanese,34.04206,-118.46077,Cafe Lucy,4.5,241
santa monica,66.928,"7,551",coffee,34.021631,-118.493519,Gracias Madre,5,45
beverly hills,66.7185,"9,368",mexican,34.080795,-118.386972,CinqueTerre WEST Osteria,4,"3,986"
santa monica,66.928,"7,551",italian,34.0465,-118.52376,The Carbon Grill,4.5,41
santa monica,66.928,"7,551",mexican,34.00145,-118.48327,The Rooftop by JG,4.5,11
beverly hills,66.7185,"9,368",latin,34.066935,-118.41058,India's Tandoori,4,293
