category,latitude,longitude,name,rating,review_count
korean,34.06286026,-118.2975703,Siam Sunset,4.5,1554
korean,34.06286026,-118.2975703,Sidewalk Grill,4.5,1555
waffles,34.09855002,-118.3221236,Simple Things 3rd Street,4,3817
korean,34.06286026,-118.2975703,Simply D'Licious,4.5,1557
mexican,34.0470681,-118.2843635,Simply Pho You,4,365
cajun,34.0254551,-118.327966,Simply Wholesome,3.5,859
cajun,34.0254551,-118.327966,Singapore's Banana Leaf,3.5,859
vegan,34.077123,-118.258714,Sinopot Hot Pot 嗨锅,4,2149
breakfast_brunch,33.978852,-118.40565,Sizzler,4,622
korean,34.06012,-118.29128,Sky's Gourmet Tacos,4.5,1143
chicken_wings,34.0905951,-118.3255861,Slab,4.5,326
mideastern,34.0533114,-118.3767968,Slicey's Pizza,4.5,172
korean,34.0497189,-118.3091849,Slurpin' Ramen Bar,4.5,301
izakaya,34.07181,-118.3655,Small Town,4,1040
korean,34.0497189,-118.3091849,Smorgasburg,4.5,302
japanese,34.04806818,-118.2578842,Song Hak Korean BBQ 松鹤韩国烤肉烤肠,4.5,353
japanese,34.04806818,-118.2578842,SongDo Seafood,4.5,354
bbq,34.0637349,-118.2972751,Sonoratown,4.5,4112
japanese,34.04806818,-118.2578842,Soot Bull Jeep,4.5,355
cocktailbars,33.99696036,-118.4315601,Soowon Galbi KBBQ Restaurant,4,632
cocktailbars,33.99696036,-118.4315601,Soregashi,4,633
japanese,34.0362519,-118.2406688,Sorra,5,53
japanese,34.0362519,-118.2406688,Souffles,5,53
korean,34.0527349,-118.3055926,Southland Beer,4.5,285
italian,34.0719384,-118.3884127,Spare Tire Kitchen & Tavern,4,1196
italian,34.1037812,-118.2872479,Spartina,4.5,778
cocktailbars,34.0637,-118.30822,Speranza,4,460
cocktailbars,34.0637,-118.30822,Spicy BBQ Restaurant,4,461
cocktailbars,34.0637,-118.30822,Spitz - Eagle Rock,4,461
filipino,34.06467,-118.2650419,Spitz - Little Tokyo,4.5,40
newamerican,34.0422897,-118.2542114,Spitz - Los Feliz,4,1342
korean,34.06286026,-118.2975703,Spoke Bicycle Cafe,4.5,1557
filipino,34.06467,-118.2650419,Spoon & Pork,4.5,41
wine_bars,34.044503,-118.24037,Spoon By H,4.5,96
wine_bars,34.044503,-118.24037,Spread Mediterranean Kitchen,4.5,96
newamerican,34.06372,-118.36446,Spring Street Bar,5,2
newamerican,34.06372,-118.36446,Spring Street Smoke House,5,2
mediterranean,34.0834879,-118.3518564,Sqirl,4.5,1076
gluten_free,34.05734883,-118.4431159,Square One Dining,4,1977
mexican,34.03908028,-118.2404277,Ssa Rit Gol,4,1068
newamerican,34.06372,-118.36446,Ssam Korean BBQ,4,5
newamerican,34.06372,-118.36446,ST. ANNE'S,4,5
indpak,34.0256549,-118.294352,Star Night,4,297
indpak,34.0256549,-118.294352,Stevie's Creole Cafe,4,298
ramen,34.03892761,-118.4423404,Sticky Rice,4,3109
newamerican,34.05651451,-118.415215,Stone Grill,3.5,1365
korean,34.065414,-118.3095703,Street Food Of Seoul,4.5,2111
newamerican,34.05651451,-118.415215,Street Level Cafe,3.5,1365
newamerican,34.0470812,-118.2501365,Street Tacos and Grill,4.5,246
taiwanese,34.12083,-118.20465,Suehiro Cafe,4.5,605
newamerican,34.0470812,-118.2501365,Sulga Jinju Gom Tang House of Beef Soup,4.5,247
chicken_wings,34.0624241,-118.2810091,Summer Buffalo,4,319
latin,34.01717897,-118.2783506,Sun Nong Dan,5,272
mexican,34.035217,-118.25591,SunCafe Organic,5,758
latin,34.01717897,-118.2783506,Sunny's Sushi Hut,5,273
breakfast_brunch,34.10150344,-118.3260355,Super Tortas DF,4.5,588
breakfast_brunch,34.10296,-118.28719,Supremo,4,2727
newamerican,34.05187005,-118.2520536,Sushi Fumi,4,1269
newamerican,34.0422897,-118.2542114,Sushi Gen,4,1340
breakfast_brunch,34.10296,-118.28719,Sushi Go 55,4,2727
newamerican,34.0470812,-118.2501365,Sushi Hon,4.5,248
vegetarian,34.06217,-118.23561,Sushi Ippo,4.5,639
vegetarian,34.06217,-118.23561,Sushi One,4.5,639
tex-mex,34.09979,-118.29021,Sushi Ye,4.5,958
tex-mex,34.09979,-118.29021,SushiStop,4.5,959
korean,34.06929876,-118.3072839,Sweet Chick,4.5,357
foodstands,34.07257747,-118.2146945,Sweet Lady Jane Bakery,4.5,899
ramen,34.05736144,-118.3067697,Swingers Diner,4.5,4051
tex-mex,34.09979,-118.29021,Ta-eem Grill,4.5,960
tex-mex,34.09979,-118.29021,Taco Zone,4.5,960
italian,34.08319,-118.33881,Tacos Delta,4,2711
izakaya,34.04539672,-118.2383287,Tacos El Compita,3.5,1410
tradamerican,34.097487,-118.368268,Tacos Los Poblanos,4,617
seafood,34.12591,-118.26336,Tacos Tumbras a Tomas,4,298
breakfast_brunch,34.03269854,-118.343423,Tacos Villa Corona,4,751
cafes,34.0768811,-118.2580069,Tacos y Birria La Unica,4.5,232
sandwiches,34.04931885,-118.260798,Tactile Coffee,4.5,752
cafes,34.0768811,-118.2580069,Taix French Restaurant,4.5,232
beerbar,34.07754966,-118.2647322,Taj Mahal of India Restaurant,4,2365
korean,34.0575395,-118.3072592,Takami Sushi & Robata Restaurant,4.5,86
tapasmallplates,34.10052,-118.32927,Tam O'Shanter,4.5,968
korean,34.0575395,-118.3072592,Tamales Alberto,4.5,90
korean,34.0575395,-118.3072592,TAO Asian Bistro,4.5,90
newamerican,34.0690575,-118.226105,Taqueria Los Anaya,4,835
korean,34.0575395,-118.3072592,Tart Restaurant,4.5,92
korean,34.0575395,-118.3072592,Tasty Grill,4.5,92
burgers,34.10430207,-118.2915813,Taylor's Steakhouse,4,113
southern,34.024758,-118.284446,TBLA Catering & Cafe,4,133
korean,34.0637349,-118.2943728,Te'Kila,4,1081
italian,34.046459,-118.238403,Ten Ramen,4.5,700
korean,34.06279582,-118.2977393,Ten-Raku,4.5,463
korean,34.06279582,-118.2977393,Tengoku Ramen Bar,4.5,460
korean,34.06279582,-118.2977393,Tenno Sushi,4.5,461
italian,34.08333668,-118.3139372,Tere's Mexican Grill,4,1850
bars,34.101913,-118.336041,Terra Cotta,4,17
bars,34.101913,-118.336041,Terroni,4,18
bars,34.101913,-118.336041,Terroni Downtown,4,19
chicken_wings,34.0835736,-118.3431347,TGI Korean BBQ,4,855
chicken_wings,34.0835736,-118.3431347,Thai Angel,4,855
chicken_wings,34.0835736,-118.3431347,Thai Patio,4,856
chicken_wings,34.0835736,-118.3431347,Thank U Pho,4,856
indpak,34.04013967,-118.3085835,Thank You For Coming,4,223
southern,34.061517,-118.239716,The 3rd Stop,4.5,5619
foodtrucks,34.114824,-118.269945,The 8th Notch,4.5,1158
southern,34.061517,-118.239716,The Apple Pan,4.5,5624
southern,34.061517,-118.239716,The Bento Place,4.5,5624
southern,34.061517,-118.239716,The Black Cat,4.5,5630
bbq,34.05381,-118.29196,The Black Fig,4,1652
southern,34.061517,-118.239716,The Black Sheep,4.5,5630
italian,34.07353573,-118.3595324,The Buffalo Spot,4,1797
thai,34.09784367,-118.3183377,The Bun Shop,4.5,1711
thai,34.09784367,-118.3183377,The Burrow,4.5,1712
southern,34.0498186,-118.3596124,The Capri Italian,4.5,597
chinese,34.09807939,-118.3446622,THE CLOUDY GARLIC,4,559
chinese,34.09807939,-118.3446622,The Coop Pizza,4,561
japanese,34.08337872,-118.3455963,The Cork,4.5,526
mexican,34.0715151,-118.3622707,The Counter Downtown LA,4,1106
sandwiches,34.0974499,-118.349941,The Den on Sunset,4.5,660
mediterranean,34.072591,-118.370769,The Dog Cafe,4.5,160
italian,34.0711906,-118.3599417,The Dragon and Meeple,4,1164
mediterranean,34.072591,-118.370769,The Dresden Restaurant,4.5,160
cafes,34.05218,-118.28737,The Edmon,5,88
cafes,34.0344334,-118.2916849,The Escondite,4,693
mediterranean,34.0473515,-118.3762949,The Exchange Restaurant,4.5,258
breakfast_brunch,34.151896,-118.352076,The Factory Kitchen,4.5,382
breakfast_brunch,34.151896,-118.352076,The Faculty,4.5,381
coffee,34.0835863,-118.3623821,The Fix Burger,4.5,428
himalayan,34.016931,-118.41051,The Front Yard,4,1079
gastropubs,34.10532,-118.27257,The Griddle Cafe,4,847
yoga,34.0675929,-118.3615449,The Griffin,4.5,129
italian,34.10186222,-118.3124936,The Halal Guys,4.5,356
tradamerican,34.158376,-118.36992,The Hart and the Hunter,4,973
tradamerican,34.158376,-118.36992,The Heights Deli & Bottle Shop,4,974
ramen,34.05844,-118.3087,The Highlight Room Grill,4.5,202
vegetarian,34.092237,-118.282076,The Izaka-Ya by Katsu-Ya West Hollywood,4,691
italian,34.03402,-118.22919,The Joint Eatery,4.5,5857
ramen,34.05844,-118.3087,The Kickin' Crab - Los Angeles,4.5,204
ramen,34.05844,-118.3087,The Kickin’ Crab,4.5,205
italian,34.02647,-118.24329,The Kimbap,5,148
italian,34.02647,-118.24329,The Kitchen,5,148
juicebars,34.06876,-118.26261,The Kluckin Chicken,4.5,726
mexican,34.0715151,-118.3622707,The Little Door,4,1107
burgers,34.09954,-118.32911,The Little Easy,4,2031
italian,34.103042,-118.291857,The Lobos Truck,4,945
italian,34.103042,-118.291857,The Lyric Hyperion Theatre & Cafe,4,945
italian,34.0257771,-118.2841401,The Magic Castle,4.5,45
breweries,34.055713,-118.23663,The Morrison,4,243
breweries,34.055713,-118.23663,The Naughty Pig,4,244
breweries,34.055713,-118.23663,The NoMad Restaurant,4,245
burgers,33.9537021,-118.3967718,The Oinkster,4,1483
burgers,33.9537021,-118.3967718,The Oyster Gourmet,4,1484
indpak,34.095583,-118.28517,The Palm Los Angeles,4.5,2205
persian,34.04764,-118.43542,The Park,4.5,856
indpak,34.095583,-118.28517,The Park's Finest,4.5,2206
indpak,34.095583,-118.28517,The Parker Room,4.5,2207
coffee,34.04967263,-118.2418692,The Parlor,4,993
indpak,34.0621767,-118.3481449,The Pie Hole,4,1254
indpak,34.091245,-118.3288067,The Pikey,4,264
gastropubs,34.06449,-118.30891,The Porter Junction Cafe,4,78
newamerican,34.0486928,-118.2556854,The Punchbowl,4,1238
japanese,34.04638,-118.23543,The Red Chickz,4,518
japanese,34.04638,-118.23543,The Ricans Food,4,518
latin,34.08321,-118.32848,The Roof on Wilshire,4.5,282
thai,34.07411227,-118.3094354,"The Rooftop at The Standard, Downtown LA",4,588
vietnamese,34.1045859,-118.330197,The Room Sushi Bar,4,842
sushi,34.061407,-118.309408,The Semi-Tropic,4,1311
vegan,34.09121041,-118.2794272,The Silver Lake House,4,1159
vietnamese,34.1045859,-118.330197,The Sit Down,4,841
bars,34.10605,-118.25694,The Stocking Frame,4.5,332
bars,34.10605,-118.25694,The Sunset Trocadero Lounge,4.5,332
ramen,33.9583942,-118.3941804,The Sycamore Kitchen,4.5,1180
dimsum,34.09779,-118.3183,The Thai Thing,4.5,566
bars,34.05011891,-118.2414611,The Trails,4,897
bars,34.05011891,-118.2414611,The Vegan Hooligans,4,898
sushi,34.0491747,-118.2394231,The Vegan Joint,4,305
sushi,34.06068,-118.30621,The Venue,4.5,44
sushi,34.08449667,-118.3842667,The Village Bakery and Cafe,4.5,67
sushi,34.08449667,-118.3842667,The Village Idiot,4.5,68
breakfast_brunch,34.01242,-118.30925,The Waffle,4.5,212
breakfast_brunch,34.02876,-118.27517,The Woodman,4,2009
breakfast_brunch,34.02876,-118.27517,Thirteen XIII Soju Bar,4,2010
breakfast_brunch,34.02876,-118.27517,Three Borders Brunch & Grill,4,2010
breakfast_brunch,34.02876,-118.27517,Tiago Coffee Bar & Kitchen,4,2011
breakfast_brunch,34.02876,-118.27517,Tipsi,4,2011
mideastern,34.07182,-118.36556,Tire Shop Taqueria,4,260
mideastern,34.07182,-118.36556,Tirsa's,4,261
mideastern,34.0208867,-118.4027079,Tlayuda La Restaurant,4.5,73
mideastern,34.0208867,-118.4027079,To Soc Chon,4.5,73
korean,34.05618286,-118.3094025,Toast Bakery Cafe,4,617
italian,34.045168,-118.256526,Toasted and Roasted,4,1601
newamerican,34.10394,-118.3248,Tocaya Organica - Hollywood,4,80
brazilian,34.061358,-118.310453,Todo Verde,4.5,1981
korean,34.05215799,-118.2921982,Toe Bang Cafe,4.5,34
korean,34.06012,-118.29128,Tofu Ya,4.5,88
salvadoran,34.0763908,-118.3068031,TOI On Sunset,4,399
korean,34.05244,-118.29234,Tokyo Cube,4,356
korean,34.06273,-118.30946,Tokyo Hamburg,4,197
korean,34.06125,-118.28738,Tom's Urban - LA Live,4.5,36
korean,34.06125,-118.28738,Tommy's Original World Famous Hamburgers,4.5,37
chicken_wings,34.0905951,-118.3255861,Top Round Roast Beef,4.5,324
chicken_wings,34.0905951,-118.3255861,Torelli Trattoria,4.5,325
hawaiian,34.00442569,-118.4216071,Torigoya,4,1650
chicken_wings,34.0905951,-118.3255861,Torung Restaurant,4.5,325
thai,34.06876,-118.30948,Toscanova,4.5,1111
chicken_wings,34.0905951,-118.3255861,TOT / Teishokuya of Tokyo,4.5,326
chicken_wings,34.0905951,-118.3255861,Totoyama Sushi & Ramen,4.5,326
breakfast_brunch,34.08307,-118.28427,Tracey's Belizean Restaurant,4.5,193
breakfast_brunch,34.08307,-118.28427,Trattoria Bella Roma,4.5,193
breakfast_brunch,34.08307,-118.28427,Tray DTLA,4.5,194
korean,34.04847,-118.30867,Trejo's Cantina - Hollywood,4,3653
breakfast_brunch,34.08307,-118.28427,Trejos Tacos - La Brea,4.5,194
korean,34.06929876,-118.3072839,Trencher,4.5,357
ramen,34.04867,-118.25753,Tribal Cafe,4,325
pizza,34.08325224,-118.3388012,Trois Mec,4,4166
pizza,34.09100997,-118.2977629,Trophy Wife Bar,4.5,1101
ramen,34.04867,-118.25753,Tropicalia Brazilian Grill,4,326
thai,34.09853771,-118.3040884,Tsubaki,3.5,1923
thai,34.09853771,-118.3040884,Tsuri,3.5,1924
mexican,34.0214793,-118.4025151,Tsurumaru Udon Honpo,4,1591
korean,34.0622606,-118.2975594,Twozone Chicken - 8th,4,857
korean,34.0622606,-118.2975594,U Pick Cafe,4,858
breakfast_brunch,34.072893,-118.37179,Ubatuba Acai - Koreatown,4,2248
breakfast_brunch,34.06301,-118.30622,Umami Burger - Arts District,4,1192
steak,34.06783442,-118.376046,Umami Burger - Broadway,4,3858
breakfast_brunch,34.072893,-118.37179,Umami Burger - Hollywood,4,2249
breakfast_brunch,34.072893,-118.37179,Umami Burger - Los Feliz,4,2249
korean,34.06012,-118.29128,Umami Burger - The Grove,4.5,1143
breakfast_brunch,34.072893,-118.37179,Umeda,4,2250
breakfast_brunch,34.072893,-118.37179,un solo sol,4,2250
mediterranean,34.13318253,-118.3571548,Uncle John’s Cafe,4.5,1939
newamerican,34.048111,-118.258345,Undergrind Cafe,4.5,334
newamerican,34.048111,-118.258345,Uovo- Mid-Wilshire,4.5,339
newamerican,34.048111,-118.258345,URBAN cate,4.5,339
burgers,34.0951603,-118.2831401,Urban Ramen,4.5,739
newamerican,34.048111,-118.258345,Urban Skillet,4.5,347
newamerican,34.048111,-118.258345,Urth Caffé- Downtown LA,4.5,347
vegan,34.08342,-118.37011,V,4,1947
italian,34.1037812,-118.2872479,Vees Cafe,4.5,776
korean,34.06383879,-118.2968279,Vegan Glory,4.5,106
korean,34.06383879,-118.2968279,Veggie House,4.5,107
italian,34.0786401,-118.3613451,Velvet Margarita,4,1545
italian,34.0786401,-118.3613451,Vernetti,4,1547
korean,34.06367623,-118.2954743,Versailles,4.5,619
korean,34.06367623,-118.2954743,Vespaio,4.5,617
indpak,34.07644,-118.34711,Villa Moreliana,4.5,836
lounges,33.99689,-118.42654,Village Pizzeria,4,1467
korean,34.06663548,-118.3087384,Vinoteca Farfalla,4.5,151
persian,34.12988346,-118.3487304,VOWburger,4.5,142
kosher,34.0540991,-118.3809107,Vromage,4.5,225
japanese,34.0472018,-118.2388601,Wafflejack,4.5,607
japanese,34.0472018,-118.2388601,Wah's Golden Hen,4.5,607
japanese,34.0621807,-118.348153,Wahlburgers,4.5,1514
ramen,34.07755,-118.37695,Wake and Late,4.5,176
ramen,34.07755,-118.37695,Wako Donkasu,4.5,177
ramen,34.10376,-118.3284,Waku Waku Sakebar,4.5,65
newamerican,34.0833651,-118.3242882,Wat Dong Moon Lek Noodle,4.5,491
newamerican,34.0833651,-118.3242882,Water Grill - Los Angeles,4.5,492
french,34.13921,-118.20414,Wax Paper,4.5,1385
bbq,34.0637349,-118.2972751,Western BBQ,4.5,4111
bbq,34.0637349,-118.2972751,Western Doma Noodles,4.5,4112
mideastern,34.04151,-118.23261,Wi Korean BBQ,4.5,1066
japanese,33.96185,-118.4214,Wild Living Foods,4,1403
cocktailbars,34.07294,-118.37494,Wings & Pot,4,1834
japanese,33.96185,-118.4214,Wings N Stuff,4,1405
seafood,34.04903713,-118.2546909,Wirtshaus,4,1996
hotdog,34.06577,-118.30847,With Love Market & Cafe,4.5,685
chinese,34.053655,-118.319659,Wok Bar,4.5,540
sushi,33.95771303,-118.3959741,Wokcano,4,618
sandwiches,34.05165,-118.2552,Wokcano Asian Restaurant & Bar,4.5,764
sushi,33.95771303,-118.3959741,Won Kok Restaurant,4,617
lounges,34.092322,-118.3383862,Wood,4,1049
vegan,34.077123,-118.258714,Wood & Vine,4,2150
breakfast_brunch,34.0532,-118.37709,Wood Ranch BBQ & Grill,4,803
sushi,33.95771303,-118.3959741,Wood Spoon,4,619
mediterranean,34.076017,-118.3525949,Woon,4,681
ramen,34.0049599,-118.43359,WP24,4.5,2210
breweries,34.04795631,-118.2561892,Xtiosu Kitchen,4.5,653
breweries,34.04795631,-118.2561892,Yai Restaurant,4.5,654
indonesian,34.0500163,-118.2433566,Yamashiro Hollywood,4.5,391
indonesian,34.0500163,-118.2433566,Yami Yaki,4.5,391
wine_bars,34.06836097,-118.343933,Yang Chow,4.5,89
japacurry,34.06191,-118.31437,Yang San Bak,4.5,211
breakfast_brunch,34.10296,-118.28719,Yangji Gamjatang,4,2726
japacurry,34.06191,-118.31437,Yangmani,4.5,212
sushi,34.04763906,-118.2477476,Yellow House Cafe,4.5,2578
sushi,34.04763906,-118.2477476,Young King,4.5,2580
sushi,34.06372,-118.36446,YTB Korean Restaurant,5,7
sushi,34.06372,-118.36446,Yuca's,5,8
pakistani,34.0693318,-118.2925028,Yuchun,4.5,812
sushi,34.06372,-118.36446,Yuk Dae Jang,5,8
filipino,34.095634,-118.292729,Yuko Kitchen,4.5,941
sushi,34.06372,-118.36446,Yup Dduk La,5,9
sushi,34.06372,-118.36446,Yupdduk Olympic,5,9
italian,34.0907745,-118.2779437,Yxta Cocina Mexicana,3.5,378
mexican,34.05077936,-118.2490361,Zankou Chicken - Hollywood,4.5,981
sushi,34.07531437,-118.3235785,Zinc Cafe & Market,4,396
mexican,34.04675,-118.28247,Zweet Cafe,3.5,1003
mexican,34.04675,-118.28247,Zzamong,3.5,1004
coffee,34.0571317,-118.3639872,いざかや おせん- IZAKAYA OSEN,4.5,372
newamerican,33.98962293,-118.4498883,The Serving Spoon,4,3006
bars,33.9813676,-118.4630661,Marina Grill & Bar,4.5,807
newamerican,33.98958,-118.4637,Sinder Lounge,4.5,86
italian,33.97972,-118.46613,Cali Cafe,4,3456
newamerican,33.98011045,-118.4459561,The Most Valuable Playa,4,1061
bars,33.9792645,-118.4668045,Manhattan Beach Post,4,48
italian,33.986742,-118.441667,Cartolina,4,19
newamerican,33.98554692,-118.4381747,Taqueria Chihuahua,4,977
steak,33.99808,-118.47445,Señor G's Fresh & Healthy Mexican Food,4.5,34
sushi,34.020103,-118.493409,Lighthouse Fountain & Grill,5,34
newamerican,33.983034,-118.457684,Golden Scoop,4,806
wine_bars,33.993164,-118.474656,The Strand House,4.5,442
spanish,34.0027879,-118.4846414,The Kettle,4.5,835
sportsbars,33.98373858,-118.4478979,Chart House,4,990
vegetarian,33.99166,-118.46916,Casa Ado,4,1175
russian,33.986024,-118.439841,Cafe Collage,4.5,385
wine_bars,33.988112,-118.453071,MidiCi The Neapolitan Pizza Company - Marina Del Rey,4.5,802
newamerican,33.98360827,-118.4470865,Fishing With Dynamite,4,694
breakfast_brunch,33.9874889,-118.472299,Sharky's Woodfired Mexican Grill,4,761
greek,34.0009205,-118.467876,Gaby's,4.5,55
french,34.000193,-118.482081,Nick's Manhattan Beach,5,10
italian,33.98878,-118.44663,Skewers Land,4,561
italian,33.98938,-118.45061,The Shack,4,1752
italian,33.985111,-118.441029,Hamakaze Sushi Izakaya,4,171
sandwiches,33.9792276,-118.4394997,Casa Modena,4.5,1877
cocktailbars,33.99224,-118.47148,Cantalini's Salerno Beach Restaurant,4,335
breakfast_brunch,33.998356,-118.4738294,New Deli,4.5,1019
italian,33.98834,-118.451448,Maxwell's Cafe,4,1052
newamerican,33.9905576,-118.4650685,Sapori Ristorante,3.5,4615
newamerican,33.98409839,-118.4506804,Laurent's Le Coffee Shop,3.5,219
bars,33.98975,-118.46306,Vera Pizza Napoletana,3.5,1551
mexican,33.998828,-118.4730635,Bellissimo Venice,4,127
newamerican,33.98425,-118.43809,Larry's,4,195
italian,33.99221054,-118.4718984,Tomi Sushi,4,767
seafood,33.98292585,-118.4446302,Baja Cantina,3,903
beergardens,33.9951999,-118.48067,Sky's Gourmet Marketplace,3.5,211
newamerican,33.99627524,-118.4565556,The Arthur J,4,813
cafes,33.9876717,-118.4720547,Coni'Seafood,4,423
newamerican,34.00464161,-118.4322623,Mariners Cafe,4,413
hawaiian,34.00442569,-118.4216071,ROC Playa Vista,4,1650
newamerican,33.98171,-118.46299,E K Valley,4,478
newamerican,33.97139722,-118.4461263,Eddie's Italian Restaurant,3,1024
bars,34.01104,-118.49491,Mo's Place,4,2306
japanese,33.984648,-118.439233,Taco Venice,4,1644
burgers,33.97975064,-118.4659622,Quebobs Stand,4.5,404
newamerican,34.0044481,-118.4311095,Centinela Cafe,4,536
mexican,33.986639,-118.471641,Spring Chicken & Potatoes,4.5,801
newamerican,33.95868422,-118.4483524,Gulp,4.5,786
bakeries,33.99521,-118.47437,Rubio's Coastal Grill,4,1419
newamerican,33.98826,-118.45146,Abbot's Pizza Company,4.5,70
burgers,34.020397,-118.422313,Del Rey Deli Co,4.5,13
wine_bars,33.99422,-118.479584,Thomas Hamburgers,4.5,83
coffee,33.9794481,-118.4658458,Playa's Pita Lebanese Cuisine,4,661
cafes,33.99614,-118.47704,Alan's Market Deli & Cafe,3.5,1702
newamerican,34.01795054,-118.4930203,Cinco,4.5,2115
hotdog,34.03915,-118.44167,Me Gusta Mexican Food Specialties,5,11
ramen,33.98301,-118.46093,Ritrovo Playa Vista,4.5,315
german,34.00413,-118.43102,Social Market & Eatery,4,106
peruvian,33.988507,-118.474756,Alejos Presto Trattoria Italian Restaurant,4.5,435
vietnamese,33.99951612,-118.4641622,Marios pizza party,4.5,498
cocktailbars,33.99696036,-118.4315601,Siamese Garden,4,634
japanese,33.998093,-118.478849,Turn Dough,4.5,112
coffee,33.98316567,-118.4596348,Akbar Cuisine of India,4,964
indonesian,33.99948,-118.47197,Shima,4,226
german,33.98778811,-118.4743991,Sidewalk Cafe,4.5,132
spanish,34.0275251,-118.3869177,Fifty One,4,359
breakfast_brunch,33.98932,-118.4494,Love & Salt,4,97
breakfast_brunch,34.00531,-118.42961,La Fonda of Inglewood Restaurant,4,305
breakfast_brunch,33.9889793,-118.4619598,Azabu Sabo,3.5,539
italian,34.034939,-118.478436,Celadon Thai Kitchen,4,54
breakfast_brunch,33.98348902,-118.4564909,East Coast Bagel,3,732
diners,33.98534893,-118.4250804,Conservatory,4,607
breakfast_brunch,34.021791,-118.396617,King Beach,4,1275
newamerican,33.9970197,-118.4789505,The MV Grab and Go,4,873
newamerican,33.9882795,-118.4520412,Outdoor Grill,3.5,1255
newamerican,33.98695,-118.47245,Don Felix - Cemitas Poblanas,4,338
french,33.987693,-118.458981,Harajuku Taproom,4,560
salad,33.99936,-118.41891,Planet Hummus,5,11
seafoodmarkets,33.996604,-118.432363,Taj India Palace,4,530
tradamerican,34.00923,-118.49173,Yaman's Pizzeria,4.5,621
breakfast_brunch,33.978852,-118.40565,SHUHARI Matcha Café,4,621
gastropubs,33.960423,-118.446957,El Abajeño,4,851
streetvendors,33.998511,-118.462557,Grand View Market,5,212
cafes,33.99922,-118.46291,New India's Oven,4,90
brewpubs,33.98972,-118.44861,Fresh In The Box,4,607
ramen,34.0049599,-118.43359,El Charro Restaurant,4.5,2210
newamerican,33.997981,-118.47331,Tipsy Q,4,174
newamerican,33.983483,-118.456673,Rusty Pot Cafe,3.5,2413
japanese,33.97890437,-118.4379852,Koobide,4,1416
mexican,34.00014945,-118.4658956,Wingstop,4,436
gastropubs,34.024822,-118.4599269,Espresso Yo Self,4.5,639
hotdog,33.999758,-118.464958,Rainbow Acres - Marina Del Rey,4,1512
breakfast_brunch,33.97628555,-118.3634377,Szechwan Palace Restaurant,4.5,1811
lounges,33.986956,-118.47245,Tahntawan Thai Kitchen,3.5,657
newamerican,33.9838184,-118.4571438,The Court Cafe,4,82
japanese,33.99667358,-118.4286804,Harvest Bar Playa,4.5,415
breakfast_brunch,33.959547,-118.448484,Jody Maroni's Sausage Kingdom,4,351
thai,33.99345535,-118.4423444,Pitfire Artisan Pizza,4,1077
newamerican,34.0246651,-118.394661,California Fish Grill,4,1248
steak,33.986639,-118.442089,Dulan's Soul Food Kitchen,4,638
sushi,33.98027,-118.46522,Hank's Pizza,4,73
mideastern,34.0208867,-118.4027079,Agra Indian Kitchen,4.5,73
tradamerican,33.9789979,-118.4666273,Wicked Fish Tacos,3.5,772
newamerican,33.9815644,-118.4600858,Tocaya - Playa Vista,4,53
mexican,33.9927987,-118.4227098,Roma Specialty Pizza,4,1208
breakfast_brunch,33.97336,-118.43019,Fresh Pita Organic Express,4.5,10
taiwanese,33.96191,-118.42145,Tokyo Guild,4,39
ramen,33.9583942,-118.3941804,Sushi Venice,4.5,1180
lounges,33.99689,-118.42654,Venice Cucina,4,1467
tacos,33.98723867,-118.4727617,Tandoor-A-India,4,138
wine_bars,34.0099267,-118.4385766,Wall ST Pizza,4,345
salad,33.9893797,-118.4627198,The Rockefeller - Manhattan Beach,4,1507
tradamerican,33.97982513,-118.4586024,Fresh Brothers Marina Del Rey,3,1252
italian,34.01551625,-118.4902251,Norah,4.5,2511
newamerican,34.00145,-118.46766,Dockside,4,17
coffee,33.9987,-118.47341,Chez Tex,4,71
divebars,33.979483,-118.466505,Surf Dog,4,654
burgers,33.98619967,-118.4426674,Dinah's Family Restaurant,4.5,402
breakfast_brunch,34.00436013,-118.4858108,Wingopolis,4,3244
newamerican,33.88525117,-118.4109358,Jame Enoteca,4.5,3078
chickenshop,34.037965,-118.44031,ASAP Phorage,3.5,49
hawaiian,33.98628264,-118.4433236,Sur Restaurant & Lounge,4,87
sushi,33.98308,-118.46082,Guillen's La Playita Taco Truck,4.5,242
seafood,34.0140693,-118.4977968,Sunday Gravy,4,1831
burgers,33.99808,-118.47445,Brewport Tap House,4.5,142
seafood,34.00866251,-118.4910351,Italy's Little Kitchen,4,765
taiwanese,34.05816758,-118.4173103,Al's Hot Chicken,4,1136
newamerican,34.02452,-118.38107,Chicken Maison,4.5,367
vietnamese,33.96120862,-118.4458026,Great Western Steak & Hoagie Company,4,157
tradamerican,34.0224259,-118.4637148,Two Guns Kitchen,4,567
vegan,33.99821679,-118.473768,Thai East Wind,4,1365
bbq,33.99206165,-118.4439125,Baja California Tacos,4,310
italian,33.9984939,-118.4798662,Martínez Tacos,4,450
coffee,34.0003699,-118.47027,El Segundo Chophouse,4,453
newamerican,34.01679,-118.49689,PUMP Restaurant,3.5,14
bbq,33.988622,-118.446296,Kaya Sushi,4,681
newamerican,33.99648285,-118.4324799,Big Mango Cafe,4.5,589
