category,is_closed,latitude,longitude,name,rating,review_count
italian,,34.0711906,-118.3599417,BaoHaus,4,1164
italian,,34.07642,-118.34909,BAR Ama,4.5,1724
wine_bars,FALSE,34.0734651,-118.3818814,Barbara's At The Brewery,4,2204
italian,,34.07642,-118.34909,Barbrix Restaurant & Wine Bar,4.5,1725
italian,,34.07642,-118.34909,barcito,4.5,1725
italian,,34.07642,-118.34909,Barkada,4.5,1726
italian,,34.07642,-118.34909,Baroo,4.5,1726
southern,,34.102039,-118.299858,Barton G - Los Angeles,4.5,725
southern,,34.102039,-118.299858,Bavel,4.5,726
chicken_wings,,34.04787729,-118.3254493,BBQ + Rice,4.5,135
newamerican,,34.079289,-118.361585,BBQ + RICE Korean BBQ Bowls,4,3322
mexican,,34.083399,-118.313686,BCD Tofu House,4,189
italian,,34.07657,-118.31101,Beachwood Cafe,4,49
breakfast_brunch,,34.09019089,-118.2777252,Beauty & Essex,4,1628
italian,,34.07657,-118.31101,Beelman's,4,49
wine_bars,,34.0734651,-118.3818814,Beer Belly,4,2204
pizza,,34.06188,-118.34278,Beetle House LA,4,389
pizza,,34.06188,-118.34278,Beignet Box,4,390
sushi,,34.04210281,-118.2636871,Belizean Paradise,4,727
vegan,,34.0763201,-118.3659884,Benny's Tacos & Chicken Rotisserie,4.5,615
sushi,,34.06194,-118.34573,Bento Man,4,1033
mediterranean,,34.0399268,-118.4233433,Berlins,4,306
mediterranean,,34.10262892,-118.2919436,Berry Que,4.5,904
mediterranean,,34.0399268,-118.4233433,Best Fish Taco In Ensenada,4,306
mediterranean,,34.0399268,-118.4233433,Bestia,4,307
gluten_free,,34.05293432,-118.2571827,BESTIES Vegan Paradise,4,162
salvadoran,,34.07655,-118.294522,Beut,4,466
newamerican,,34.1040989,-118.291367,Beverly Soon Tofu Restaurant,4,257
mexican,,34.05241,-118.30071,Bhan Kanom Thai,4,2120
sushi,,34.08366,-118.34331,Bibi's Bakery & Cafe,4,627
newamerican,,34.1040989,-118.291367,BIBIBOP Asian Grill,4,258
vegan,,34.05635905,-118.2509367,Biergarten,4,873
vegan,,34.05635905,-118.2509367,Big Ants BBQ,4,875
newamerican,,34.08369,-118.33988,Bird on the Tree Cafe,4.5,72
newamerican,,34.08369,-118.33988,Bird's Nest Cafe,4.5,72
foodstands,,34.08296202,-118.2170077,Birdies,4.5,1297
foodstands,,34.08296202,-118.2170077,Birds Rotisserie Chicken Cafe & Bar,4.5,1299
bbq,,34.10183154,-118.3184482,Biriyani Kabob House,4,468
thai,,33.95878,-118.39451,Birrieria Don Boni,4,1977
thai,,33.95878,-118.39451,Birrieria Los Gonzalez,4,1977
french,,34.084159,-118.338194,BKK101 Thai Cuisine,4,808
newamerican,,34.09526,-118.29498,BKLA,4,1634
thai,,33.95878,-118.39451,Black Hogg Sandwiches,4,1979
korean,,34.0691149,-118.3073944,Black Sheep Burgers,4,853
thai,,33.95878,-118.39451,Blackbird Pizza Shop,4,1979
japanese,,34.05074824,-118.2417126,Blackship,5,17
ethiopian,,34.0173639,-118.2783144,Blacksmiths,4.5,376
newamerican,,34.07172,-118.36485,Blair's Restaurant,4.5,253
korean,,34.0693,-118.29253,Bloom Cafe,4.5,503
vegan,,34.0763201,-118.3659884,Blossom Restaurant,4.5,615
sandwiches,,34.0835949,-118.3420061,Blossom Vietnamese Restaurant,5,5
coffee,,34.116939,-118.261573,Blu Elefant Cafe,4,850
newamerican,,34.07172,-118.36485,Blu Jam Cafe,4.5,255
italian,,34.03447,-118.28341,Blu Jam Café,4,1353
vegetarian,,34.0762049,-118.3702675,Bludso's Bar & Que,4.5,456
vegetarian,,34.0762049,-118.3702675,Blue Cow Kitchen & Bar,4.5,456
mediterranean,,34.0477539,-118.2473573,Blue Palms Brewhouse,4,2535
mediterranean,,34.0477539,-118.2473573,Bluestone Lane,4,2535
indpak,,34.05099796,-118.2449263,Bo Daddy’s BBQ,4,1714
tikibars,FALSE,34.10187,-118.33383,BOA Steakhouse,4.5,359
vegan,,34.08279,-118.32404,Bodhi Bowl,4,2076
indpak,,34.05099796,-118.2449263,Bolt,4,1715
ramen,,34.04987591,-118.2423097,Bon Juk,3.5,3010
indpak,,34.07878,-118.36113,Bon Shabu,4,214
seafood,,34.06107,-118.29325,Bon Temps,4,27
sandwiches,,34.09954004,-118.3291696,BongChu,4.5,150
argentine,,34.0839249,-118.3630799,Boo's Philly Cheesesteaks - Koreatown,4.5,964
sandwiches,,34.09954004,-118.3291696,Boo's Philly Cheesesteaks - Silverlake,4.5,151
sandwiches,,34.0835949,-118.3420061,Boolieya,5,4
mideastern,FALSE,34.04151,-118.23261,Bootleg Pizza,4.5,1069
sandwiches,,34.0835949,-118.3420061,Border Grill Downtown LA,5,4
tradamerican,,34.093984,-118.327639,Bossa Nova Brazilian Cuisine,4,1677
sandwiches,,34.0835949,-118.3420061,Bossa Nova on Sunset,5,5
sandwiches,,34.0835949,-118.3420061,Botanica Restaurant & Market,5,5
dimsum,,34.07577,-118.36982,Bottega Louie,4,2772
dimsum,,34.07577,-118.36982,Bourgeois Pig,4,2775
dimsum,,34.07577,-118.36982,Bowery Bungalow,4,2775
korean,,34.05786,-118.30274,Braazo Pizza,4,1798
dimsum,,34.07577,-118.36982,Brera Ristorante,4,2779
seafood,FALSE,34.083628,-118.330168,Breva Restaurant,4.5,2631
dimsum,,34.07577,-118.36982,BROKEN MOUTH | Lee's Homestyle,4,2779
japanese,,34.04727,-118.23464,Broken Shaker Los Angeles,4.5,58
japanese,,34.04727,-118.23464,Broken Spanish,4.5,59
taiwanese,,34.0615395,-118.2397114,Brothers Bbq,4,525
tex-mex,,34.0483374,-118.2477806,Brothers Sandwich Shop,4,1184
tex-mex,,34.0483374,-118.2477806,Brothers Shabuhouse,4,1185
wine_bars,,34.10406977,-118.27294,Brownstone LA,4,1137
wine_bars,,34.10406977,-118.27294,Buca di Beppo Italian Restaurant,4,1138
cocktailbars,,34.040358,-118.2634197,Buil Samgye Tang,4,312
chinese,,34.02843528,-118.2757835,Bulan Thai Vegetarian Kitchen,4,58
cocktailbars,,34.040358,-118.2634197,Bulgogi Hut,4,312
tapasmallplates,,34.0941,-118.32734,Buna Ethiopian Restaurant & Market,4.5,279
tapasmallplates,,34.0941,-118.32734,Bunker Hill Bar & Grill,4.5,280
tapasmallplates,,34.0941,-118.32734,Burger Lounge,4.5,280
newamerican,,34.09053,-118.29057,Burgerim,4,24
newamerican,,34.08695394,-118.376753,Burgerlords Chinatown,3.5,2273
newamerican,,34.08695394,-118.376753,Burgers Never Say Die,3.5,2274
mideastern,,34.04151,-118.23261,bushi by JINYA,4.5,1065
mideastern,,34.04151,-118.23261,Button Mash,4.5,1064
korean,,34.05286,-118.29235,by CHLOE. Silver Lake,4,1455
mideastern,,34.04151,-118.23261,Byul Gobchang,4.5,1064
gastropubs,,34.09883,-118.32908,C&M Cafe,3.5,1725
beer_and_wine,,34.075313,-118.323881,CaCao Mexicatessen,4.5,887
mideastern,,34.04151,-118.23261,Cactus Taqueria #1,4.5,1066
asianfusion,FALSE,34.0404035,-118.2535117,Cafe Angelino,5,664
korean,,34.06286026,-118.2975703,Cafe Beaujolais,4.5,1557
mideastern,,34.04151,-118.23261,Cafe Brasil,4.5,1066
korean,,34.09049,-118.31391,Cafe Creole,5,78
italian,,34.07642,-118.34909,Cafe Dulce,4.5,1726
korean,,34.0981449,-118.3504349,Cafe Gratitude,4.5,229
korean,,34.0981449,-118.3504349,Cafe Gratitude - Larchmont,4.5,229
icecream,,34.04756325,-118.3279804,Cafe Korobokgur,4.5,444
mexican,,34.13166,-118.35262,Cafe London Monochrome,4.5,657
korean,,34.06208625,-118.3026584,Cafe Los Feliz,4,3973
vegetarian,,34.06217,-118.23561,Cafe Mak,4.5,639
korean,,34.06208625,-118.3026584,Cafe Midi,4,3978
spanish,,34.0699736,-118.376559,Café Stella,4,3783
korean,,34.063681,-118.306458,Cafe Teragram,3.5,2173
vegan,,34.10768,-118.26677,Café Tropical,4.5,830
korean,,34.06208625,-118.3026584,Cafe Vida - Culver City,4,3979
mexican,,34.0634262,-118.2456717,Cafe Vietnam Truck,4,870
korean,,34.056163,-118.309877,Cafecito Organico,4.5,416
japanese,,34.04002,-118.44326,Calavera Burrito Co.,4,1240
newamerican,,34.11993,-118.32132,CALI PHO NIA,3.5,406
vegan,,34.04552,-118.25087,California Chicken Cafe,4.5,312
gastropubs,FALSE,34.06207586,-118.3455771,California Ramen Factory,4,1081
vegan,,34.04552,-118.25087,Calle Tacos,4.5,312
gastropubs,,34.064332,-118.308546,Candela,4,2350
thai,,34.09784367,-118.3183377,Canter's Deli,4.5,1712
gastropubs,,34.064332,-118.308546,Cantinho Brasileiro,4,2350
mediterranean,,34.0477539,-118.2473573,Cardamom Indian Cuisine,4,2535
newamerican,,34.102131,-118.336288,Carlitos Gardel Argentine Steakhouse,3.5,1826
newamerican,,34.102131,-118.336288,Carnes Asadas Pancho Lopez,3.5,1829
newamerican,,34.102131,-118.336288,Carney's Sunset Strip,3.5,1833
desserts,,34.1431,-118.3964,Carnitas Michoacan,5,3
caribbean,,34.0514736,-118.3442814,Carousel Restaurant,4.5,144
mexican,,33.95998,-118.41685,Carrera Cafe,4.5,1920
sandwiches,,34.04762,-118.32758,Casa Bianca Pizza Pie,4.5,830
mexican,,33.95998,-118.41685,Casa Fina Restaurant & Cantina,4.5,1921
mexican,,33.95998,-118.41685,Casa La Doña,4.5,1925
japanese,,34.04511261,-118.3088303,Casa Noodle Teriyaki,4,230
bubbletea,,34.07295286,-118.3755598,Casa Sanchez,4.5,915
bubbletea,,34.07295286,-118.3755598,Cascabel,4.5,916
mexican,,34.1010002,-118.2872851,Cassell's Hamburgers,4,2121
vietnamese,,34.0672573,-118.2356333,Castle BBQ,4,1378
italian,,34.03402,-118.22919,Castle's Catering,4.5,5847
italian,,34.03402,-118.22919,Catch 56,4.5,5849
italian,,34.03402,-118.22919,Cattle & Claw,4.5,5849
italian,,34.03402,-118.22919,CAVA,4.5,5853
italian,,34.03402,-118.22919,Caveman Kitchen,4.5,5853
shavedice,,34.07606119,-118.3453605,Cena Vegan,4.5,650
vegan,,34.09523,-118.29584,Ceviche Project,5,38
korean,,34.06577,-118.30847,Chadolpoong,4.5,30
korean,,34.05286,-118.29235,Chakan Sul Lung Tang,4,1455
desserts,,34.1431,-118.3964,Chan Dara Restaurant,5,3
korean,,34.05286,-118.29235,Charlie's Famous Fried Chicken,4,1454
korean,,34.0981349,-118.3274954,Charlie's Fish & Chips,4,114
gastropubs,,34.07485257,-118.308903,Chef Kang Food Rehab,4,779
brazilian,,34.0982846,-118.3466992,Cherry Pick Cafe,3.5,3067
bbq,,34.10393479,-118.2377386,Chi Spacca,4.5,90
bbq,,34.10393479,-118.2377386,Chibiscus Asian Cafe,4.5,91
ramen,,34.0401532,-118.4424537,Chicas Tacos,4,1692
coffee,,34.062402,-118.343631,Chicharroland,4.5,112
cafes,,34.0344334,-118.2916849,Chichen Itza Restaurant,4,693
bars,FALSE,34.101795,-118.3323928,ChiMac Star,4,931
italian,,34.08335868,-118.3247249,Chimney Coffee House,4,1523
chickenshop,,34.04183631,-118.2590469,Chin's Hawaiian Teriyaki Bbq Chicken,4,1733
wine_bars,,34.0734651,-118.3818814,Chinchikurin,4,2204
chickenshop,,34.04183631,-118.2590469,Chinchikurin - Little Tokyo,4,1735
chickenshop,,34.04183631,-118.2590469,Chinese Friends Restaurant,4,1738
korean,FALSE,34.0691149,-118.3073648,Choeng Wun Korean BBQ Buffet Restaurant,5,9
sushi,,34.06194,-118.34573,Choi Ga Nei Korean BBQ,4,1032
newamerican,,34.10538345,-118.3189041,Chosun Galbee,4,916
vegan,,34.09751546,-118.3652657,Chung Ki Wa,4.5,979
pakistani,,34.0693318,-118.2925028,Chungchun Rice Hotdogs,4.5,811
pakistani,,34.0693318,-118.2925028,Chunju Han-il Kwan,4.5,812
mexican,,34.04714,-118.21799,Churros La Paloma,4.5,416
mexican,,34.04714,-118.21799,Cielito Lindo,4.5,415
mexican,,34.04714,-118.21799,Cilantro Lime,4.5,415
ramen,,34.0505289,-118.2486189,CJ's Cafe,4.5,909
mexican,,34.04714,-118.21799,Clayton's Public House,4.5,416
mexican,,34.02362,-118.26508,Clementine,4,161
mexican,,34.02362,-118.26508,Cleo Hollywood,4,161
korean,FALSE,34.06404114,-118.288063,Cleo Third Street,4.5,464
sandwiches,,34.0825531,-118.2731253,Cliff's Edge,4.5,189
mediterranean,,34.04507954,-118.2607108,Cocobella Creamery,4,1350
pizza,,34.08387,-118.35253,COD Restaurant,4.5,231
newamerican,,34.0888,-118.3769,Coffee Attic,4,162
newamerican,,34.0888,-118.3769,Coffee For Breakfast,4,163
newamerican,,34.04716,-118.24708,Coffee MCO,4.5,587
newamerican,,34.04716,-118.24708,Cole's French Dip,4.5,587
gastropubs,,34.064332,-118.308546,Colorado Donuts,4,2350
italian,,34.10851,-118.26806,Colori Kitchen,4,498
breakfast_brunch,,34.04676,-118.25099,Combo A,4,923
breakfast_brunch,,34.04676,-118.25099,Comfort Kitchen,4,923
breakfast_brunch,,34.04676,-118.25099,Comfort LA,4,928
breakfast_brunch,,34.04676,-118.25099,Commerson,4,928
newamerican,,34.08371444,-118.3505714,Concerto,4,5065
delis,,33.98800555,-118.3626715,Coppelia's Bakery & Cafe,4.5,725
newamerican,,34.08371444,-118.3505714,Coral Fish Poke Shop,4,5072
bbq,,34.0821746,-118.3442326,Corn Man,4,1883
bbq,,34.0821746,-118.3442326,Corner Place,4,1885
newamerican,,34.05187005,-118.2520536,Cosa Buona,4,1268
vietnamese,,34.04721535,-118.2561958,Cousins Maine Lobster - Los Angeles,4,1449
newamerican,,34.05187005,-118.2520536,Cow Cafe,4,1269
pubs,,34.1015151,-118.3233109,Crab House,4,854
pubs,,34.1015151,-118.3233109,Craft,4,855
coffee,,34.071382,-118.343837,Crawford's,4,116
coffee,,34.071382,-118.343837,Crepes De Paris,4,116
latin,,34.057823,-118.308776,Crispy Crust Hollywood,4,790
bbq,,34.03579025,-118.2639037,Crispy School,5,31
coffee,,34.10154753,-118.3131838,Crossroads,4.5,348
newamerican,,34.0596002,-118.4143396,Crown Of India,4,1665
coffee,,34.10154753,-118.3131838,Crumbs & Whiskers - Kitten & Cat Cafe,4.5,349
japanese,,34.06332,-118.30197,Crustees Eatery,4,458
italian,,34.08319,-118.33881,Cruzer Pizza 100% Vegan,4,2711
mediterranean,FALSE,34.1023799,-118.32715,Crying Tiger,4,1703
mexican,,34.06505,-118.29207,Culina,4,683
restaurants,,34.03396,-118.22965,Curry House,4.5,59
restaurants,,34.03396,-118.22965,D's Dubai Sauce,4.5,58
thai,,34.07658,-118.3233,Da Pasquale Restaurant,3.5,347
korean,,34.0622771,-118.2975168,Daebokjung,4,223
korean,,34.0622771,-118.2975168,DaeBuDo,4,223
cheesesteaks,,34.095845,-118.287102,Daikokuya Little Tokyo,4.5,1057
ramen,,34.03957852,-118.4426696,Daikokuya Sawtelle,4,3816
cheesesteaks,,34.095845,-118.287102,DAMA,4.5,1056
korean,,34.06204,-118.3133,Dan Sung Sa,4.5,37
japanese,,34.04893317,-118.2403841,Dave's Gourmet Korean Food,4,1375
mexican,,34.05323685,-118.2570291,Dave's Hot Chicken,4,1051
brazilian,,34.0982846,-118.3466992,Daw Yee Myanmar Corner,3.5,3062
brazilian,,34.0982846,-118.3466992,Dedicated Danny's Bacon Wrapped Hotdogs,3.5,3066
southern,FALSE,34.061517,-118.239716,Delancey,4.5,5638
italian,,34.038867,-118.23602,Deli-cious Deli & Catering,4,1296
korean,,34.06155498,-118.3043175,Deli-In,4,1183
breakfast_brunch,,34.090825,-118.3323209,Delia's Restaurant,4,997
asianfusion,,34.0981492,-118.3501071,Della Terra,4,1075
newamerican,,34.08847,-118.26875,Delphine,4,245
newamerican,,34.03046422,-118.3846952,Demitasse,3.5,5961
italian,,34.0469301,-118.2566015,Denim The Eatery,4,16579
italian,,34.0469301,-118.2566015,DeSano Pizza Bakery,4,16578
thai,,34.09773,-118.335936,Desert Rose,4,785
colombian,,34.06373,-118.296869,Design Cafe Dabang,4,1106
cocktailbars,,34.052601,-118.263447,Diablo,4,1145
indonesian,,34.0595544,-118.4201091,Dialog Cafe,4,2451
italian,,34.0469301,-118.2566015,Diamond Buffet & Grill,4,16581
coffee,,34.1053749,-118.3188399,Din Tai Fung,3.5,853
lebanese,,34.09108,-118.28308,Dino's Chicken and Burgers,4.5,438
italian,,34.03847976,-118.2347514,Dirt Dog,4,541
italian,,34.03847976,-118.2347514,District,4,542
vegetarian,,34.0762049,-118.3702675,Division 3,4.5,456
asianfusion,,34.0404035,-118.2535117,Dodger Stadium - Stadium Club,5,659
cocktailbars,,34.044804,-118.25665,Dollar Hits,4,409
cheesesteaks,,34.095845,-118.287102,Don Felix Restaurant,4.5,1057
pubs,,34.04476547,-118.2494431,Don Francisco's Coffee Casa Cubana,4.5,1039
cocktailbars,,34.044804,-118.25665,Dōnatsu,4,410
cocktailbars,,34.044804,-118.25665,Dong II Jang Restaurant,4,411
indpak,,34.08366,-118.34327,Donut Friend,4,2532
mexican,,34.04328564,-118.2635612,Doomie's Home Cookin',3.5,880
mexican,,34.04328564,-118.2635612,Doshi Fish,3.5,881
korean,,34.06315734,-118.302619,DRAGO Centro,4,467
sandwiches,,34.06341,-118.29378,Drive Thru Pupusas,4.5,440
japanese,,34.075135,-118.308649,DTLA RAMEN,4,68
japanese,,34.075135,-118.308649,Duidough Cafe & Cookie Lab,4,68
caribbean,,34.04815,-118.34752,Dulan's On Crenshaw,4,263
caribbean,,34.04815,-118.34752,Dumpling House,4,263
italian,,34.0719052,-118.3595032,Dune,3.5,490
korean,,34.056163,-118.309877,Dune Downtown,4.5,415
korean,,34.056163,-118.309877,E.A.K. Ramen,4.5,416
seafood,,34.10186778,-118.3120026,Eagle Rock Green Dragon,4.5,461
tradamerican,,34.0511203,-118.2543221,Eagle Rock Italian Bakery & Deli,4,1708
korean,,34.06158663,-118.3032418,Eagle Rock Kitchen,4.5,2041
korean,,34.06158663,-118.3032418,Earle's On Crenshaw,4.5,2043
korean,,34.06158663,-118.3032418,Eastside Market Italian Deli,4.5,2045
breakfast_brunch,,34.02876,-118.27517,Eat Drink Americano,4,2012
ethiopian,,34.0570974,-118.3641842,Eat This Cafe,4.5,335
ethiopian,,34.0570974,-118.3641842,Eataly - Los Angeles,4.5,335
newamerican,,34.050802,-118.253996,Ebaes,3.5,841
burgers,,34.075395,-118.323818,ediBOL,4,333
burgers,,34.075395,-118.323818,Egg Tuck,4,333
burgers,,34.075395,-118.323818,Eggslut,4,334
burgers,,34.075395,-118.323818,Eight Korean BBQ,4,334
burgers,,34.08373,-118.30949,Eighth Street Soondae,3.5,433
indpak,,34.05099796,-118.2449263,Ekkamai Thai Restaurant,4,1714
burgers,,34.08373,-118.30949,El Camaron Pelado,3.5,433
burgers,,34.06523903,-118.2372121,El Carmen,4,732
burgers,,34.06523903,-118.2372121,El Cartel,4,733
japanese,FALSE,34.050023,-118.239935,El Caserio,4.5,3536
burgers,,34.099915,-118.2589283,El Chato Taco Truck,4,297
chinese,,34.06301,-118.2384,El Cholo,4,2484
burgers,,34.099915,-118.2589283,El Cochinito Restaurant,4,298
ramen,,34.062038,-118.3424849,El Comal,4,108
asianfusion,,34.07397765,-118.2515627,El Compadre,4,598
asianfusion,,34.07397765,-118.2515627,El Coyote Mexican Cafe,4,599
korean,,34.06340679,-118.3038818,El Flamin' Taco,4.5,1293
italian,,34.05101747,-118.257886,El Huarache Azteca,4,1531
mexican,,34.0327911,-118.3417282,El Huarachito,4.5,1127
bbq,,34.06383505,-118.305978,El Paseo Inn,4.5,674
breakfast_brunch,,34.05744023,-118.3451571,El Patroncito Mexican Cuisine,5,216
argentine,,34.0574375,-118.2937431,El Taco Toro,4.5,430
mexican,,34.0906351,-118.307928,El Taurino,4.5,686
tacos,,34.08827,-118.32633,El Zarape,4,900
newamerican,FALSE,34.048111,-118.258345,Elbow Room,4.5,353
german,,34.07757,-118.34438,Elderberries Threefold Cafe,4,831
brazilian,,33.99933153,-118.4183068,Electric Karma,4,805
pizza,,34.10211,-118.29962,Electric Lotus,4.5,747
cajun,,34.0109188,-118.3366526,Electric Owl,4,174
cajun,,34.0109188,-118.3366526,Elf Café,4,173
vietnamese,FALSE,34.04721535,-118.2561958,Elio’s Wood Fire Pizza,4,1449
vegan,,34.04565336,-118.2324523,EMC Seafood & Raw Bar,4,915
vegan,,34.08279,-118.32404,Emilia,4,2073
vegan,,34.08279,-118.32404,Empanada's Place,4,2074
steak,,34.095603,-118.37238,Employees Only,3.5,1841
korean,,34.06308369,-118.2974812,Emporium Thai,4.5,1460
coffee,,34.060212,-118.291328,Erin McKenna's Bakery,4.5,1060
vegan,,34.08279,-118.32404,Escala,4,2075
coffee,,34.11055,-118.28726,Everytable,4,848
coffee,,34.11055,-118.28726,Fabiolus Cucina,4,850
french,,34.07214,-118.34368,Faith & Flower,4,257
sushi,,34.0498199,-118.25819,Fala Bar,3.5,2082
french,,34.07214,-118.34368,Falafel-Arax,4,259
seafood,,34.06242492,-118.2976707,Far Bar,4,2288
breakfast_brunch,,34.021791,-118.396617,Farfalla Trattoria,4,1274
breakfast_brunch,,34.021791,-118.396617,Farmhouse,4,1274
soup,,34.06646855,-118.3093839,Fat Dog,5,7
soup,,34.06646855,-118.3093839,Fat Sal's Deli - Hollywood,4,9
salad,,34.083673,-118.341008,Father's Office,4,821
mexican,,34.1014551,-118.3314412,Feast,4,769
mexican,,34.1014551,-118.3314412,Fei Xiang Gong,4,768
mexican,,34.0596284,-118.3451919,Feng Mao Lamb Kebab,4,638
mexican,,34.0596284,-118.3451919,Fig & Olive - Melrose Place,4,639
tex-mex,,34.09979,-118.29021,Figaro Bistrot,4.5,960
brazilian,,34.0156678,-118.4127939,Figueroa Philly Cheese Steak,4.5,25
tradamerican,FALSE,34.096039,-118.326357,FIN Asian Tapas - Hollywood,4.5,166
brazilian,,34.0156678,-118.4127939,Fire Chicken,4.5,25
